timestamp;open;high;low;close;volume;quoteasset;trade;takerbuybase;takerbuyquote
1524006780000;0.24595000;0.24595000;0.24551000;0.24551000;694.98000000;170.70076540;2;173.24000000;42.60837800
1524006840000;0.24551000;0.24594000;0.24522000;0.24593000;46710.35000000;11462.53711230;32;29788.38000000;7311.69358260
1524006900000;0.24527000;0.24569000;0.24499000;0.24508000;18622.48000000;4564.64015850;18;2897.83000000;711.96785270
1524006960000;0.24564000;0.24564000;0.24500000;0.24500000;7548.61000000;1853.40818640;13;6367.77000000;1563.63557280
1524007020000;0.24500000;0.24563000;0.24440000;0.24560000;65255.27000000;15956.31318740;35;10963.94000000;2686.58146380
1524007080000;0.24550000;0.24550000;0.24550000;0.24550000;222.38000000;54.59429000;2;222.38000000;54.59429000
1524007140000;0.24470000;0.24513000;0.24440000;0.24445000;56642.30000000;13848.01144230;27;17792.86000000;4351.72660090
1524007200000;0.24448000;0.24500000;0.24416000;0.24440000;39269.66000000;9602.15076850;26;20511.12000000;5013.27464050
1524007260000;0.24440000;0.24440000;0.24411000;0.24439000;90406.08000000;22089.36154300;58;88060.34000000;21516.19086160
1524007320000;0.24439000;0.24439000;0.24400000;0.24438000;75425.72000000;18413.59309670;18;69612.73000000;16995.18600030
1524007380000;0.24439000;0.24439000;0.24400000;0.24439000;45123.43000000;11025.67724420;24;39866.78000000;9743.04072530
1524007440000;0.24439000;0.24442000;0.24400000;0.24400000;41976.75000000;10258.47333380;29;28228.74000000;6898.70179600
1524007500000;0.24399000;0.24481000;0.24267000;0.24369000;32996.50000000;8035.48453400;33;11473.49000000;2799.72567730
1524007560000;0.24369000;0.24399000;0.24210000;0.24210000;97688.11000000;23720.38511980;86;78723.84000000;19113.59237360
1524007620000;0.24211000;0.24224000;0.24170000;0.24224000;59204.86000000;14325.37942600;69;26987.04000000;6532.17059770
1524007680000;0.24180000;0.24224000;0.24170000;0.24224000;93308.80000000;22572.55753670;49;44972.84000000;10887.63643610
1524007740000;0.24361000;0.24361000;0.24171000;0.24191000;24836.09000000;6011.97326970;29;9800.21000000;2375.31872830
1524007800000;0.24223000;0.24277000;0.24184000;0.24246000;14034.30000000;3396.27087840;17;1631.74000000;395.69416000
1524007860000;0.24243000;0.24243000;0.23983000;0.24012000;324029.59000000;77877.71349190;183;33944.09000000;8180.06744070
1524007920000;0.24025000;0.24230000;0.24025000;0.24219000;10034.65000000;2429.68899150;26;8896.95000000;2155.50852830
1524007980000;0.24219000;0.24231000;0.24142000;0.24228000;14886.11000000;3605.44454130;23;13070.14000000;3166.59669180
1524008040000;0.24228000;0.24228000;0.24228000;0.24228000;17881.05000000;4332.22079400;16;17881.05000000;4332.22079400
1524008100000;0.24224000;0.24224000;0.24179000;0.24179000;7050.63000000;1706.57733550;5;0E-8;0E-8
1524008160000;0.24219000;0.24219000;0.24189000;0.24219000;26654.05000000;6455.05865550;21;25701.67000000;6224.68745730
1524008220000;0.24219000;0.24228000;0.24214000;0.24228000;59112.96000000;14316.75608900;37;59112.96000000;14316.75608900
1524008280000;0.24305000;0.24308000;0.24195000;0.24308000;19720.64000000;4790.71161590;22;12099.61000000;2940.83096680
1524008340000;0.24308000;0.24361000;0.24287000;0.24361000;52178.16000000;12685.41882580;53;49851.93000000;12119.94823420
1524008400000;0.24361000;0.24416000;0.24342000;0.24398000;23953.19000000;5842.42366210;26;18852.13000000;4598.62303500
1524008460000;0.24400000;0.24401000;0.24384000;0.24385000;17149.89000000;4183.16406820;20;4320.29000000;1053.56121910
1524008520000;0.24384000;0.24447000;0.24384000;0.24384000;81394.89000000;19849.82568570;25;14687.08000000;3583.75618910
1524008580000;0.24385000;0.24385000;0.24258000;0.24258000;24466.50000000;5950.43926990;14;0E-8;0E-8
1524008640000;0.24379000;0.24384000;0.24297000;0.24362000;27673.75000000;6746.12272540;15;27334.02000000;6663.49764440
1524008700000;0.24354000;0.24363000;0.24353000;0.24353000;4132.53000000;1006.65953680;12;1450.81000000;353.43433220
1524008760000;0.24354000;0.24356000;0.24280000;0.24280000;24488.51000000;5962.00505910;17;5340.86000000;1300.59453920
1524008820000;0.24281000;0.24384000;0.24219000;0.24384000;48097.01000000;11722.94543540;17;45007.80000000;10974.32851640
1524008880000;0.24384000;0.24403000;0.24271000;0.24355000;47302.45000000;11531.02538340;29;22328.30000000;5441.99686930
1524008940000;0.24355000;0.24355000;0.24282000;0.24355000;8615.39000000;2094.84998660;8;4696.23000000;1140.33856860
1524009000000;0.24354000;0.24354000;0.24269000;0.24347000;8926.40000000;2171.74580250;15;1354.77000000;329.92916520
1524009060000;0.24347000;0.24347000;0.24271000;0.24327000;50167.17000000;12187.47959790;12;36213.99000000;8790.72594040
1524009120000;0.24270000;0.24312000;0.24223000;0.24268000;3028.41000000;734.62589520;11;280.87000000;68.16424960
1524009180000;0.24268000;0.24268000;0.24260000;0.24260000;38103.94000000;9244.15269760;28;898.14000000;217.96061520
1524009240000;0.24260000;0.24313000;0.24260000;0.24313000;6516.45000000;1581.36426580;13;2406.45000000;584.27736580
1524009300000;0.24262000;0.24304000;0.24260000;0.24260000;69248.91000000;16800.01715870;23;5039.67000000;1222.76673540
1524009360000;0.24261000;0.24262000;0.24260000;0.24262000;34199.12000000;8297.31851530;11;14182.00000000;3440.79562330
1524009420000;0.24262000;0.24303000;0.24260000;0.24296000;55296.82000000;13415.87839310;42;1392.61000000;338.35752360
1524009480000;0.24260000;0.24334000;0.24260000;0.24260000;23963.32000000;5821.75751530;11;12298.32000000;2991.77300530
1524009540000;0.24260000;0.24296000;0.24260000;0.24260000;67343.11000000;16337.64728600;12;580.00000000;140.91680000
1524009600000;0.24260000;0.24286000;0.24219000;0.24260000;51868.78000000;12582.96875120;33;687.84000000;167.04025380
1524009660000;0.24219000;0.24262000;0.24201000;0.24203000;11353.22000000;2749.16874170;16;3222.91000000;781.43982540
1524009720000;0.24202000;0.24249000;0.24202000;0.24245000;482.00000000;116.79417080;5;323.00000000;78.31299080
1524009780000;0.24246000;0.24257000;0.24246000;0.24250000;4804.63000000;1165.40778460;13;4556.40000000;1105.22193880
1524009840000;0.24250000;0.24335000;0.24230000;0.24300000;62934.64000000;15274.70917480;49;51639.76000000;12532.59325110
1524009900000;0.24300000;0.24353000;0.24300000;0.24346000;56767.90000000;13815.17144110;23;46652.12000000;11353.79306020
1524009960000;0.24335000;0.24353000;0.24335000;0.24353000;292.87000000;71.30463110;3;192.87000000;46.96963110
1524010020000;0.24346000;0.24346000;0.24304000;0.24304000;8449.71000000;2057.15497450;8;4462.45000000;1086.42807700
1524010080000;0.24335000;0.24335000;0.24335000;0.24335000;1034.74000000;251.80397900;4;1034.74000000;251.80397900
1524010140000;0.24335000;0.24482000;0.24335000;0.24482000;7200.33000000;1756.76505700;23;7200.33000000;1756.76505700
1524010200000;0.24482000;0.24750000;0.24482000;0.24750000;26039.16000000;6400.92687130;39;24342.36000000;5983.86352870
1524010260000;0.24750000;0.24872000;0.24749000;0.24799000;83028.36000000;20577.59440680;66;62575.97000000;15513.87654770
1524010320000;0.24799000;0.24872000;0.24610000;0.24838000;22768.55000000;5649.24267240;47;6052.39000000;1502.68720880
1524010380000;0.24788000;0.24872000;0.24704000;0.24872000;31479.36000000;7820.41004360;32;31180.71000000;7746.60201360
1524010440000;0.24872000;0.24896000;0.24872000;0.24896000;7671.82000000;1908.77119400;8;7521.82000000;1871.46019400
1524010500000;0.24896000;0.24900000;0.24831000;0.24840000;26382.94000000;6568.31840640;14;24682.61000000;6145.77863030
1524010560000;0.24840000;0.24840000;0.24745000;0.24746000;12952.49000000;3210.72533580;25;5048.05000000;1251.40882910
1524010620000;0.24748000;0.24750000;0.24745000;0.24745000;15458.91000000;3825.49257360;25;1565.08000000;387.32023940
1524010680000;0.24784000;0.24831000;0.24610000;0.24830000;6764.84000000;1676.23834840;12;6563.47000000;1626.57790380
1524010740000;0.24800000;0.24800000;0.24800000;0.24800000;6396.84000000;1586.41632000;4;1000.00000000;248.00000000
1524010800000;0.24787000;0.24800000;0.24741000;0.24741000;12864.52000000;3188.64948810;8;11804.52000000;2926.39337600
1524010860000;0.24784000;0.24798000;0.24652000;0.24741000;57990.42000000;14350.31750160;29;33491.02000000;8290.61180660
1524010920000;0.24744000;0.24744000;0.24657000;0.24657000;27373.59000000;6763.86349770;10;0E-8;0E-8
1524010980000;0.24696000;0.24740000;0.24657000;0.24739000;9436.57000000;2330.44095330;14;3421.11000000;846.38079200
1524011040000;0.24735000;0.24775000;0.24664000;0.24775000;10469.30000000;2589.76525900;12;10467.80000000;2589.39529150
1524011100000;0.24775000;0.24775000;0.24717000;0.24717000;63949.99000000;15843.17339370;36;63298.80000000;15682.20720000
1524011160000;0.24770000;0.24776000;0.24770000;0.24776000;38611.77000000;9565.73758350;34;37570.27000000;9307.69554350
1524011220000;0.24780000;0.24832000;0.24775000;0.24830000;14874.05000000;3690.69856080;21;4415.87000000;1094.85422050
1524011280000;0.24832000;0.24883000;0.24832000;0.24883000;16070.50000000;3994.58084620;16;1399.00000000;348.06191480
1524011340000;0.24880000;0.24898000;0.24880000;0.24898000;21800.37000000;5427.33593220;20;5733.51000000;1427.26478880
1524011400000;0.24899000;0.24899000;0.24830000;0.24899000;18981.80000000;4717.25245630;27;3389.25000000;843.45866660
1524011460000;0.24839000;0.24940000;0.24833000;0.24930000;16366.29000000;4066.26390900;28;1626.52000000;405.48121730
1524011520000;0.24898000;0.24898000;0.24834000;0.24834000;24393.30000000;6073.44084680;14;432.00000000;107.55652000
1524011580000;0.24839000;0.24914000;0.24839000;0.24899000;2444.05000000;607.95258200;8;1544.05000000;384.38808200
1524011640000;0.24844000;0.24900000;0.24844000;0.24856000;2599.25000000;646.96541010;7;135.01000000;33.61479000
1524011700000;0.24888000;0.24888000;0.24840000;0.24840000;895.45000000;222.50586670;5;0E-8;0E-8
1524011760000;0.24881000;0.24900000;0.24877000;0.24900000;4297.37000000;1069.57643090;11;3297.47000000;820.83130790
1524011820000;0.24900000;0.24940000;0.24900000;0.24901000;7077.26000000;1763.59844170;12;4401.18000000;1097.24688500
1524011880000;0.24965000;0.24972000;0.24965000;0.24972000;1485.04000000;370.80919160;4;1485.04000000;370.80919160
1524011940000;0.24971000;0.24972000;0.24912000;0.24912000;36608.75000000;9136.39821040;24;4222.27000000;1054.09795040
1524012000000;0.24912000;0.24953000;0.24912000;0.24919000;2486.17000000;619.44957420;7;2318.14000000;577.54303500
1524012060000;0.24919000;0.24999000;0.24918000;0.24953000;38569.72000000;9626.67915780;40;35505.92000000;8862.88845380
1524012120000;0.24953000;0.24953000;0.24953000;0.24953000;4107.87000000;1025.03680110;4;4004.34000000;999.20296020
1524012180000;0.24953000;0.24955000;0.24953000;0.24955000;3750.92000000;935.97234620;5;418.60000000;104.45325800
1524012240000;0.24955000;0.24985000;0.24929000;0.24956000;10889.23000000;2718.74076540;19;3789.02000000;945.79711600
1524012300000;0.24968000;0.24968000;0.24968000;0.24968000;13039.00000000;3255.57752000;4;0E-8;0E-8
1524012360000;0.24997000;0.25000000;0.24997000;0.25000000;13671.29000000;3417.58043460;10;13671.29000000;3417.58043460
1524012420000;0.25000000;0.25000000;0.25000000;0.25000000;3612.42000000;903.10500000;9;2925.79000000;731.44750000
1524012480000;0.24968000;0.25046000;0.24958000;0.24991000;19673.69000000;4913.66103390;19;6505.19000000;1626.39465880
1524012540000;0.24992000;0.25030000;0.24992000;0.25000000;16201.92000000;4049.79986680;11;758.92000000;189.95418680
1524012600000;0.25000000;0.25000000;0.24992000;0.24993000;5056.00000000;1263.63362420;12;0E-8;0E-8
1524012660000;0.24993000;0.24993000;0.24958000;0.24962000;12119.69000000;3027.76833520;16;2037.65000000;509.00497000
1524012720000;0.24980000;0.24980000;0.24980000;0.24980000;858.34000000;214.41333200;3;858.34000000;214.41333200
1524012780000;0.24980000;0.24997000;0.24980000;0.24994000;774.06000000;193.42887430;5;626.06000000;156.43775430
1524012840000;0.25016000;0.25025000;0.24980000;0.25012000;5669.04000000;1417.93847600;9;3572.42000000;893.77998000
1524012900000;0.24980000;0.25012000;0.24980000;0.25001000;20546.68000000;5134.34075680;18;3363.04000000;840.89679740
1524012960000;0.25001000;0.25001000;0.24983000;0.24999000;5877.54000000;1468.39376400;6;0.06000000;0.01499940
1524013020000;0.24983000;0.24999000;0.24983000;0.24983000;30758.51000000;7684.51058210;8;700.18000000;175.03799820
1524013080000;0.24983000;0.24997000;0.24983000;0.24983000;2575.29000000;643.43997130;4;394.79000000;98.68565630
1524013140000;0.24985000;0.24999000;0.24983000;0.24999000;23465.56000000;5863.70179190;20;14662.38000000;3664.39986350
1524013200000;0.24999000;0.25050000;0.24999000;0.25050000;14121.24000000;3533.22918400;14;14121.24000000;3533.22918400
1524013260000;0.25050000;0.25100000;0.25026000;0.25100000;21983.76000000;5512.57301210;21;10224.67000000;2565.18491290
1524013320000;0.25100000;0.25100000;0.25100000;0.25100000;0E-8;0E-8;0;0E-8;0E-8
1524013380000;0.25064000;0.25085000;0.24957000;0.24975000;40381.13000000;10089.28984720;44;4141.17000000;1034.89145160
1524013440000;0.24914000;0.24984000;0.24888000;0.24888000;59963.38000000;14935.12058980;49;53164.04000000;13241.85006040
1524013500000;0.24970000;0.24970000;0.24950000;0.24950000;1745.25000000;435.72348940;9;1571.32000000;392.29664700
1524013560000;0.24950000;0.24968000;0.24940000;0.24940000;13406.63000000;3344.99332090;10;2996.75000000;748.22841580
1524013620000;0.24940000;0.25053000;0.24889000;0.25051000;32984.71000000;8213.82975390;18;7203.00000000;1797.00991900
1524013680000;0.24929000;0.25040000;0.24894000;0.25036000;34850.36000000;8695.88830230;15;14731.92000000;3684.43015160
1524013740000;0.25022000;0.25022000;0.24891000;0.24891000;12622.65000000;3143.57463150;13;1200.00000000;300.17900000
1524013800000;0.24891000;0.24927000;0.24890000;0.24923000;21542.75000000;5362.98436410;17;2558.00000000;637.31442000
1524013860000;0.24923000;0.24989000;0.24923000;0.24940000;17515.07000000;4368.95729320;21;5205.25000000;1298.46088710
1524013920000;0.24924000;0.24940000;0.24890000;0.24922000;16729.78000000;4168.71690450;16;2879.58000000;718.04985980
1524013980000;0.24900000;0.24995000;0.24900000;0.24910000;19081.20000000;4755.39610780;16;3819.24000000;953.96240310
1524014040000;0.24915000;0.24927000;0.24915000;0.24915000;20948.06000000;5219.21444340;11;44.12000000;10.99779240
1524014100000;0.24915000;0.24949000;0.24900000;0.24900000;44691.85000000;11130.11484850;14;7287.53000000;1815.65676370
1524014160000;0.24915000;0.24943000;0.24900000;0.24900000;542.41000000;135.17899940;5;541.40000000;134.92750940
1524014220000;0.24900000;0.24902000;0.24900000;0.24900000;1060.40000000;264.04946000;3;0E-8;0E-8
1524014280000;0.24964000;0.24976000;0.24900000;0.24900000;1389.96000000;346.28760630;10;120.20000000;30.00672800
1524014340000;0.24926000;0.24927000;0.24926000;0.24927000;810.00000000;201.90136000;4;734.00000000;182.95684000
1524014400000;0.24927000;0.24928000;0.24874000;0.24874000;22888.48000000;5698.41135650;30;7037.93000000;1753.41557000
1524014460000;0.24924000;0.24926000;0.24873000;0.24926000;7315.35000000;1821.08843810;8;3413.02000000;850.42126590
1524014520000;0.24926000;0.24926000;0.24822000;0.24903000;4151.74000000;1031.96777120;10;859.67000000;214.28132350
1524014580000;0.24826000;0.24826000;0.24800000;0.24800000;2656.18000000;658.90735220;7;0E-8;0E-8
1524014640000;0.24874000;0.24874000;0.24874000;0.24874000;0.10000000;0.02487400;1;0.10000000;0.02487400
1524014700000;0.24874000;0.24874000;0.24700000;0.24747000;72156.12000000;17875.17385530;44;47770.37000000;11822.09045800
1524014760000;0.24747000;0.24799000;0.24694000;0.24694000;25317.62000000;6259.21275870;22;8580.29000000;2123.66005510
1524014820000;0.24799000;0.24800000;0.24715000;0.24798000;16384.12000000;4061.12484840;12;13916.12000000;3451.15864840
1524014880000;0.24750000;0.24801000;0.24749000;0.24801000;36127.02000000;8950.99056990;14;35834.34000000;8878.47780990
1524014940000;0.24838000;0.24847000;0.24837000;0.24847000;1979.99000000;491.92501630;5;591.99000000;147.04865630
1524015000000;0.24873000;0.24873000;0.24873000;0.24873000;4208.64000000;1046.81502720;2;4208.64000000;1046.81502720
1524015060000;0.24847000;0.24847000;0.24847000;0.24847000;37814.61000000;9395.79614670;9;1995.38000000;495.79206860
1524015120000;0.24840000;0.24840000;0.24803000;0.24804000;328.28000000;81.42400170;3;1.09000000;0.27075600
1524015180000;0.24839000;0.24840000;0.24805000;0.24805000;9681.88000000;2402.53088300;7;9105.88000000;2259.65408300
1524015240000;0.24805000;0.24805000;0.24803000;0.24803000;11921.13000000;2956.97500570;16;8856.59000000;2196.87714950
1524015300000;0.24803000;0.24806000;0.24803000;0.24803000;36319.14000000;9008.78299100;23;5102.56000000;1265.67926800
1524015360000;0.24819000;0.24819000;0.24803000;0.24804000;19612.10000000;4864.54293060;12;932.04000000;231.31782360
1524015420000;0.24804000;0.24804000;0.24659000;0.24659000;71321.15000000;17689.65568420;24;0E-8;0E-8
1524015480000;0.24703000;0.24817000;0.24658000;0.24799000;10249.72000000;2542.58882400;11;9372.57000000;2325.69397950
1524015540000;0.24696000;0.24696000;0.24696000;0.24696000;100.00000000;24.69600000;1;100.00000000;24.69600000
1524015600000;0.24696000;0.24696000;0.24666000;0.24696000;518.23000000;127.97666280;3;500.17000000;123.52198320
1524015660000;0.24696000;0.24732000;0.24662000;0.24732000;16061.69000000;3962.61742590;13;2174.69000000;537.64374460
1524015720000;0.24732000;0.24733000;0.24671000;0.24671000;1020.97000000;252.42019010;5;874.97000000;216.40053010
1524015780000;0.24747000;0.24747000;0.24668000;0.24668000;1135.00000000;280.08845000;3;135.00000000;33.40845000
1524015840000;0.24703000;0.24739000;0.24669000;0.24739000;2874.23000000;710.03829370;7;2873.85000000;709.94455150
1524015900000;0.24696000;0.24696000;0.24670000;0.24689000;26344.96000000;6503.35626200;24;22407.96000000;5531.44639270
1524015960000;0.24689000;0.24728000;0.24689000;0.24727000;9202.86000000;2272.32702540;8;9202.86000000;2272.32702540
1524016020000;0.24727000;0.24735000;0.24727000;0.24735000;23115.97000000;5716.74944270;13;23115.97000000;5716.74944270
1524016080000;0.24735000;0.24735000;0.24735000;0.24735000;10104.86000000;2499.43712100;7;10104.86000000;2499.43712100
1524016140000;0.24735000;0.24735000;0.24717000;0.24735000;8275.54000000;2046.25789140;16;7547.26000000;1866.24892380
1524016200000;0.24722000;0.24768000;0.24722000;0.24768000;5318.86000000;1317.34231380;10;5318.02000000;1317.13464900
1524016260000;0.24768000;0.24768000;0.24768000;0.24768000;3437.17000000;851.31826560;3;3437.17000000;851.31826560
1524016320000;0.24768000;0.24770000;0.24768000;0.24770000;4797.10000000;1188.14854460;7;2509.08000000;621.44893440
1524016380000;0.24771000;0.24771000;0.24771000;0.24771000;432.33000000;107.09246430;2;0E-8;0E-8
1524016440000;0.24806000;0.24808000;0.24804000;0.24808000;12120.18000000;3006.55019100;6;4094.18000000;1015.62063100
1524016500000;0.24808000;0.24820000;0.24792000;0.24792000;18882.23000000;4685.84776100;24;18395.38000000;4565.14785580
